CountyID,Year,month,County_Name,gasprice,alcoholTotal,MetroStatus,metroStatus_adj,totcrash,monthlyVMT,unemprate,nonAutoRatio,work_at_home_Ratio,pubTranRatio,WalkingRatio,bikingRatio,MotorcycleRatio,Inflationrate,CumulativeInflateRate,gasprice_adj
1.0,1998.0,1.0,Aitkin,0.762,25.740766620236215,0.0,0.0,24.0,10790634.599012453,12.5,0.053460151,0.080026238,0.003771728,0.046900623,0.002787799,0.000491965,0.0157,1.0,0.9765637667752494
2.0,1998.0,1.0,Anoka,0.762,25.740766620236215,0.0,0.0,452.0,177257512.03879544,2.8,0.039004435,0.03211877,0.02706355,0.010546553,0.001394332,0.000466825,0.0157,1.0,0.9765637667752494
3.0,1998.0,1.0,Becker,0.762,25.740766620236215,0.0,0.0,41.0,25048759.52634286,8.8,0.032208364,0.07131328,0.003521643,0.027953045,0.000733676,0.0,0.0157,1.0,0.9765637667752494
4.0,1998.0,1.0,Beltrami,0.762,25.740766620236215,2.0,1.0,88.0,25195768.94463638,6.4,0.071134195,0.051035962,0.009145825,0.060576977,0.001411393,0.000112911,0.0157,1.0,0.9765637667752494
5.0,1998.0,1.0,Benton,0.762,25.740766620236215,0.0,0.0,64.0,23021938.048476305,5.7,0.036671671,0.044392022,0.014261205,0.019140039,0.003270427,0.000268068,0.0157,1.0,0.9765637667752494
6.0,1998.0,1.0,Big Stone,0.762,25.740766620236215,0.0,0.0,7.0,4710583.1408062475,5.6,0.07041107,0.095238095,0.004884005,0.064306064,0.001221001,0.0,0.0157,1.0,0.9765637667752494
7.0,1998.0,1.0,Blue Earth,0.762,25.740766620236215,2.0,1.0,165.0,41454569.63974507,3.0,0.077665501,0.044047156,0.016064257,0.057747118,0.003854126,0.001651768,0.0157,1.0,0.9765637667752494
8.0,1998.0,1.0,Brown,0.762,25.740766620236215,2.0,1.0,40.0,16701031.108289558,6.2,0.074714759,0.071770335,0.006256901,0.062495399,0.005962459,0.000294442,0.0157,1.0,0.9765637667752494
9.0,1998.0,1.0,Carlton,0.762,25.740766620236215,0.0,0.0,58.0,30248828.39405482,6.9,0.027730496,0.037092199,0.001985816,0.024539007,0.001205674,0.000283688,0.0157,1.0,0.9765637667752494
10.0,1998.0,1.0,Carver,0.762,25.740766620236215,0.0,0.0,99.0,42951132.82655718,2.6,0.027788943,0.055149128,0.00763727,0.019052979,0.001098695,0.000562746,0.0157,1.0,0.9765637667752494
11.0,1998.0,1.0,Cass,0.762,25.740766620236215,0.0,0.0,42.0,20791868.279831253,9.6,0.049317943,0.068467996,0.009181532,0.038474991,0.00166142,0.0,0.0157,1.0,0.9765637667752494
12.0,1998.0,1.0,Chippewa,0.762,25.740766620236215,0.0,0.0,11.0,9484614.784068203,6.5,0.038682864,0.081361893,0.003516624,0.034526854,0.000639386,0.000159847,0.0157,1.0,0.9765637667752494
13.0,1998.0,1.0,Chisago,0.762,25.740766620236215,0.0,0.0,88.0,40967562.40848585,5.2,0.014394377,0.041690738,0.001684961,0.011457732,0.001251685,0.001492394,0.0157,1.0,0.9765637667752494
14.0,1998.0,1.0,Clay,0.762,25.740766620236215,1.0,1.0,114.0,44553084.03678263,3.2,0.083995281,0.037868659,0.007589461,0.072237515,0.004168305,0.000314589,0.0157,1.0,0.9765637667752494
15.0,1998.0,1.0,Clearwater,0.762,25.740766620236215,0.0,0.0,6.0,6873345.512264054,18.4,0.059581782,0.063019192,0.006015468,0.052134059,0.001432254,0.0,0.0157,1.0,0.9765637667752494
16.0,1998.0,1.0,Cook,0.762,25.740766620236215,0.0,0.0,15.0,8988096.497814419,6.8,0.104736234,0.075086638,0.001155179,0.101270697,0.002310358,0.002310358,0.0157,1.0,0.9765637667752494
17.0,1998.0,1.0,Cottonwood,0.762,25.740766620236215,0.0,0.0,14.0,8372592.8826634195,4.4,0.065873426,0.089843076,0.004655975,0.055699258,0.005518193,0.0,0.0157,1.0,0.9765637667752494
18.0,1998.0,1.0,Crow Wing,0.762,25.740766620236215,2.0,1.0,101.0,36789963.67532358,7.7,0.033044847,0.044807238,0.005153423,0.027143981,0.000747443,0.000275374,0.0157,1.0,0.9765637667752494
19.0,1998.0,1.0,Dakota,0.762,25.740766620236215,2.0,1.0,584.0,216396254.81955984,2.2,0.034439872,0.035703813,0.022963285,0.010167144,0.001309443,0.000449963,0.0157,1.0,0.9765637667752494
20.0,1998.0,1.0,Dodge,0.762,25.740766620236215,0.0,0.0,18.0,10279378.293318816,5.7,0.043237371,0.063443781,0.008908202,0.033351439,0.000977729,0.000217273,0.0157,1.0,0.9765637667752494
21.0,1998.0,1.0,Douglas,0.762,25.740766620236215,2.0,1.0,87.0,31873068.97853217,5.4,0.037278143,0.075600319,0.003561997,0.03132101,0.002395136,0.000429896,0.0157,1.0,0.9765637667752494
22.0,1998.0,1.0,Faribault,0.762,25.740766620236215,0.0,0.0,18.0,16289585.191945147,5.5,0.063246293,0.082403884,0.006298386,0.054979661,0.001968246,0.000393649,0.0157,1.0,0.9765637667752494
23.0,1998.0,1.0,Fillmore,0.762,25.740766620236215,0.0,0.0,30.0,15890149.543202648,5.4,0.077847685,0.113343976,0.019156728,0.056906752,0.001784205,0.0,0.0157,1.0,0.9765637667752494
24.0,1998.0,1.0,Freeborn,0.762,25.740766620236215,2.0,1.0,67.0,27690168.841420602,3.4,0.034428201,0.053097905,0.003607367,0.02936523,0.001455604,0.001075881,0.0157,1.0,0.9765637667752494
25.0,1998.0,1.0,Goodhue,0.762,25.740766620236215,2.0,1.0,117.0,41649399.877637066,3.8,0.04776546,0.054780876,0.01056643,0.035813269,0.001385761,8.66101e-05,0.0157,1.0,0.9765637667752494
26.0,1998.0,1.0,Grant,0.762,25.740766620236215,0.0,0.0,6.0,8040847.230628675,8.9,0.057789794,0.106116931,0.001013856,0.056775938,0.0,0.0,0.0157,1.0,0.9765637667752494
27.0,1998.0,1.0,Hennepin,0.762,25.740766620236215,1.0,1.0,2764.0,778900362.0140406,2.2,0.111243698,0.039198969,0.071987122,0.031463197,0.007793379,0.000734075,0.0157,1.0,0.9765637667752494
28.0,1998.0,1.0,Houston,0.762,25.740766620236215,1.0,1.0,23.0,12459548.554087121,4.7,0.055450095,0.084823659,0.002997302,0.04965531,0.002797482,0.001398741,0.0157,1.0,0.9765637667752494
29.0,1998.0,1.0,Hubbard,0.762,25.740766620236215,0.0,0.0,14.0,11427583.381221239,8.5,0.035232765,0.060544391,0.005469346,0.029381837,0.000381582,0.0,0.0157,1.0,0.9765637667752494
30.0,1998.0,1.0,Isanti,0.762,25.740766620236215,0.0,0.0,53.0,21382154.085964657,5.3,0.025489587,0.039042586,0.005035748,0.018153559,0.00230028,0.000559528,0.0157,1.0,0.9765637667752494
31.0,1998.0,1.0,Itasca,0.762,25.740766620236215,0.0,0.0,60.0,27187625.66926269,8.9,0.035062669,0.040827119,0.005500026,0.027923211,0.001639431,0.00010577,0.0157,1.0,0.9765637667752494
32.0,1998.0,1.0,Jackson,0.762,25.740766620236215,0.0,0.0,16.0,16162400.22808006,4.0,0.041279485,0.098284489,0.00375268,0.035382416,0.002144389,0.000357398,0.0157,1.0,0.9765637667752494
33.0,1998.0,1.0,Kanabec,0.762,25.740766620236215,0.0,0.0,23.0,12205905.705337334,9.6,0.029695936,0.054987212,0.002699631,0.026427962,0.000568343,0.0,0.0157,1.0,0.9765637667752494
34.0,1998.0,1.0,Kandiyohi,0.762,25.740766620236215,2.0,1.0,68.0,32283356.95427819,4.7,0.046072544,0.050924814,0.013692049,0.030602931,0.001777564,0.0,0.0157,1.0,0.9765637667752494
35.0,1998.0,1.0,Kittson,0.762,25.740766620236215,0.0,0.0,7.0,5652850.570533799,7.5,0.072727273,0.082926829,0.006651885,0.066075388,0.0,0.0,0.0157,1.0,0.9765637667752494
36.0,1998.0,1.0,Koochiching,0.762,25.740766620236215,0.0,0.0,15.0,10424804.563054748,8.2,0.059452658,0.043724442,0.005976722,0.043095313,0.010380623,0.0,0.0157,1.0,0.9765637667752494
37.0,1998.0,1.0,Lac qui Parle,0.762,25.740766620236215,0.0,0.0,8.0,7888645.364068127,4.4,0.073684211,0.111842105,0.004736842,0.065789474,0.003157895,0.0,0.0157,1.0,0.9765637667752494
38.0,1998.0,1.0,Lake,0.762,25.740766620236215,0.0,0.0,19.0,10250504.211460985,5.7,0.061204537,0.051231912,0.0,0.058858037,0.0023465,0.0023465,0.0157,1.0,0.9765637667752494
39.0,1998.0,1.0,Lake of the Woods,0.762,25.740766620236215,0.0,0.0,5.0,4083921.846267942,5.7,0.070654734,0.095619407,0.0,0.06641545,0.004239284,0.0,0.0157,1.0,0.9765637667752494
40.0,1998.0,1.0,Le Sueur,0.762,25.740766620236215,0.0,0.0,50.0,17979989.963637512,6.0,0.044304756,0.054377461,0.003786731,0.037791578,0.002726447,0.000378673,0.0157,1.0,0.9765637667752494
41.0,1998.0,1.0,Lincoln,0.762,25.740766620236215,0.0,0.0,9.0,5071860.607504108,6.4,0.062296151,0.127201566,0.002283105,0.057077626,0.002935421,0.000326158,0.0157,1.0,0.9765637667752494
